Province,School,Sector,Learners
EC,MAKUKHANYE PRIMARY SCHOOL,Public,938
KZ,UMLAZI JP,Public,938
GP,ST MARY'S DIOCESAN SCHOOL FOR GIRLS,INDEPENDENT,938
MP,CELANI PRIMARY SCHOOL,Public,938
GP,CHIEF A. LUTHULI PARK SECONDARY SCHOOL,Public,938
FS,NTHAPELLENG I/S,Public,938
KZ,NORTHWOOD H,Public,938
EC,DIE HEUWEL PRIMARY SCHOOL,Public,938
EC,MTYOBO PUBLIC PRIMARY SCHOOL,Public,938
WC,SONWABO PRIM.,Public,938
WC,NEW DAWN PARK PRIM.,Public,938
KZ,PORT SHEPSTONE H (COLLEY ST),Public,939
GP,LAERSKOOL PARATUS PRIMARY SCHOOL,Public,939
GP,MILTON PRIMARY SCHOOL,Public,939
NW,GR SETSETSE PRIMARY SCHOOL,Public,939
EC,BASHEE PJS SCHOOL,Public,939
FS,BAINSVLEI C/S,Public,939
FS,KGOPJANE P/S,Public,939
KZ,ENDUMENI PRIMARY SCHOOL,Public,939
KZ,CHESTERVILLE EXTENSION TECHNICAL H,Public,939
WC,SONDEREND PRIM.,Public,939
KZ,SCOTTSVILLE PRIMARY SCHOOL,Public,940
GP,INTOKOZO PRIMARY SCHOOL,Public,940
GP,SITHOKOMELE PRIMARY SCHOOL,Public,940
GP,VUMBENI PRIMARY SCHOOL,Public,940
LP,MAHWAHWA HIGH SCHOOL,Public,940
LP,RHIDA PRIMARY,Public,940
MP,SOMLINGO PRIMARY SCHOOL,Public,940
EC,PHILEMON NGCELWANE HIGH SCHOOL,Public,940
NC,LOUISVALE INTERMEDIATE SCHOOL,Public,940
KZ,GREENWOOD PARK PRIMARY SCHOOL,Public,940
EC,KAMA PUBLIC SCHOOL,Public,940
EC,EMFUNDWENI PRIMARY SCHOOL,Public,940
WC,PINELANDS HS.,Public,940
WC,FISH HOEK PRIM.,Public,940
WC,PHOENIX SEK.,Public,940
WC,DROSTDY HTS.,Public,940
LP,THOKGWANENG PRIMARY SCHOOL,Public,941
MP,NKONJANE PRIMARY SCHOOL,Public,941
FS,GONYANE P/S,Public,941
KZ,KHANDISA PRIMARY SCHOOL,Public,941
KZ,LIMEHILL H,Public,941
KZ,NDABIKHONA PRIMARY SCHOOL,Public,941
WC,WATSONIA PRIM.,Public,941
WC,NERINA PRIM.,Public,941
WC,BROOKLANDS PRIM.,Public,941
GP,CHRISTIAN BROTHERS' COLLEGE,INDEPENDENT,942
GP,HOËRSKOOL VRYBURGER HIGH SCHOOL,Public,942
GP,LAERSKOOL GERMISTON PRIMARY SCHOOL,Public,942
GP,SEFAKO MAPOGO MAKGATHO PRIMARY SCHOOL,Public,942
GP,UMNYEZANE PRIMARY SCHOOL,Public,942
LP,MAPUTLE SECONDARY SCHOOL,Public,942
NW,MILNER HIGH SCHOOL,Public,942
NW,REARABILWE SECONDARY,Public,942
KZ,INSIZWAKAZI PRIMARY SCHOOL,Public,942
GP,ELSIE NGIDI PRIMARY SCHOOL,Public,943
GP,SIR EDMUND HILLARY PRIMARY SCHOOL,Public,943
GP,HOFMEYR SECONDARY SCHOOL,Public,943
GP,ECHIBINE SECONDARY SCHOOL,Public,943
LP,SOMAVUGHA,Public,943
MP,MAPHAKAMA PRIMARY SCHOOL,Public,943
NW,ZAMUKULUNGA PUBLIC SCHOOL,Public,943
NW,MOLELWANE SECONDARY SCHOOL,Public,943
GP,BASA PROTEA PRIMARY SCHOOL,INDEPENDENT,943
FS,RETSHEDISITSWE S/S,Public,943
FS,MOSALA S/S,Public,943
KZ,PALMVIEW S,Public,943
KZ,ST FRANCIS PRIMARY SCHOOL,Public,943
NW,BOTSHELO PRIMARY SCHOOL,Public,943
WC,GRASSDALE HOeR,Public,943
GP,MALVERN PRIMARY SCHOOL,Public,944
GP,GLENVIEW PRIMARY SCHOOL,Public,944
MP,SKHILA SECONDARY SCHOOL,Public,944
MP,MAGOGENI PRIMARY SCHOOL,Public,944
EC,MARUPING PUBLIC SCHOOL,Public,944
KZ,ONGOYE S,Public,944
WC,BELLA VISTA PRIM.,Public,944
KZ,ULUNDI PUBLIC PRIMARY SCHOOL,Public,945
MP,LETSHELE SENIOR SECONDARY SCHOOL,Public,945
MP,KROMDRAAI PRIMARY SCHOOL,Public,945
MP,LAERSKOOL KRUINPARK,Public,945
FS,KHELENG S/S,Public,945
FS,MACHAEA P/S,Public,945
KZ,PHATHWA S,Public,945
WC,NIEUWOUDT PRIM.,Public,945
NW,CHARON PRIMARY SCHOOL,Public,946
GP,POLOKEGONG PRIMARY SCHOOL,Public,946
GP,KENTON PRIMARY SCHOOL,Public,946
LP,LEPELLE SECONDARY SCHOOL,Public,946
MP,MATSAMO PRIMARY SCHOOL,Public,946
FS,NTHUTE P/S,Public,946
FS,LERATONG S/S,Public,946
KZ,MASUMPA  PRIMARY SCHOOL,Public,946
KZ,MSIZI DUBE PRIMARY SCHOOL,Public,946
KZ,NKABINI PRIMARY SCHOOL,Public,946
KZ,NOGQAZA PRIMARY SCHOOL,Public,946
WC,FAIRBAIRN COLLEGE,Public,946
GP,LAERSKOOL CONCORDIA,Public,947
GP,PARK RIDGE PRIMARY SCHOOL,Public,947
LP,MADIMBO  PRIMARY  SCHOOL,Public,947
MP,CYRIL CLARKE SECONDARY SCHOOL,Public,947
NW,TUMO PRIMARY,Public,947
NW,LAERSKOOL SAAMTREK,Public,947
EC,VAN DER MERWE MEMORIAL PRIMARY SCHOOL,Public,947
KZ,BRACKENHAM PRIMARY SCHOOL,Public,947
KZ,BUHLEBUYEZA S,Public,947
KZ,MASHALAZA H,Public,947
WC,NDULI PRIM.,Public,947
GP,BAFO CHIKO PRIMARY SCHOOL,Public,948
LP,MAVALANI HIGH SCHOOL,Public,948
LP,ITHUTENG LOWER PRIMARY SCHOOL,Public,948
LP,TSHIKUNDAMALEMA SECONDARY SCHOOL,Public,948
NW,KABELANO PRIMARY SCHOOL,Public,948
NW,GA-ISRAEL PRIMARY SCHOOL,Public,948
EC,PANGINDLELA JUNIOR SECONDARY SCHOOL,Public,948
FS,AHA SETJHABA P/S,Public,948
KZ,MUZOKHANYAYO S,Public,948
KZ,NDABENHLE (IMBALI),Public,948
GP,BLUE EAGLE HIGH SCHOOL,Public,948
EC,C M VELLEM PRIMARY SCHOOL,Public,948
GP,KATLEHO-IMPUMELELO SECONDARY SCHOOL,Public,949
LP,TODANI SECONDARY SCHOOL,Public,949
MP,JOHN MDLULI PRIMARY SCHOOL,Public,949
MP,MLAMLANKUNZI PRIMARY SCHOOL,Public,949
MP,NANCY SHIBA PRIMARY SCHOOL,Public,949
MP,HLALISANANI PRIMARY SCHOOL,Public,949
NW,LAERSKOOL MOOIRIVIER,Public,949
FS,LEKHULONG S/S,Public,949
KZ,NKONKA H,Public,949
KZ,ORIENT HILL PRIMARY SCHOOL,Public,949
KZ,SONDODA JP,Public,949
KZ,REUNION S,Public,950
NW,SUNRISE VIEW PRIMARY SCHOOL,Public,950
EC,DUMEZWENI SENIOR SECONDARY SCHOOL,Public,950
EC,MICHAUSDAL SECONDARY SCHOOL,Public,950
NC,ALPHA PRIMÊRE SKOOL,Public,950
NC,HANOVER PRIMARY SCHOOL,Public,950
KZ,ALLANDALE  (PMBURG) PRIMARY SCHOOL,Public,950
KZ,FUNDOKUHLE S,Public,950
KZ,NOGUNJWA H,Public,950
WC,TEMPERANCE TOWN PRIM.,Public,950
NW,FLORADENE PRIMARY SCHOOL,Public,951
KZ,SAKHILE PRIMARY SCHOOL,Public,951
GP,JOHANNESBURG MUSLIM SCHOOL,INDEPENDENT,951
GP,LEKOA SHANDU SECONDARY SCHOOL,Public,951
LP,MONTSHENG LOWER  AND HIGHER PRIMARY,Public,951
MP,GLORY HILL PRIMARY SCHOOL,Public,951
NW,DITSOBOTLA PUBLIC SCHOOL,Public,951
FS,JJ KUBHEKA P/S,Public,951
KZ,LADYSMITH H,Public,951
KZ,MLAMLELI JP,Public,951
GP,LAERSKOOL DERDEPOORT,Public,952
LP,POO SECONDARY SCHOOL,Public,952
MP,SIBONIWE PRIMARY SCHOOL,Public,952
NW,GRENVILLE HIGH SCHOOL,Public,952
NW,LODIRILE TSWAING HIGH SCHOOL,Public,952
LP,MPHELA A MARUMO SECONDARY SCHOOL,Public,952
EC,NATHANIEL PAMLA HIGH SCHOOL,Public,952
EC,ST THERESA'S PRIMARY SCHOOL,Public,952
NC,OLEHILE MANCHWE INTERMEDIATE SCHOOL,Public,952
KZ,MATHUNJWA S,Public,952
NW,LAERSKOOL DAVID BRINK,Public,952
WC,SINENJONGO HS,Public,952
WC,BLACKHEATH SEK.,Public,952
WC,PHAKAMISANI PRIM,Public,952
NW,CENTRAL PRIMARY SCHOOL,Public,953
KZ,PORT SHEPTONE S (ALBERSVILLE),Public,953
GP,EDALINCEBA PRIMARY SCHOOL,Public,953
GP,MLOKOTWA DUBE PRIMARY SCHOOL,Public,953
MP,KHUNJULIWE SECONDARY SCHOOL,Public,953
KZ,DLILANGA  SECONDARY  SCHOOL,Public,953
EC,kwaMSIKWA JUNIOR SECONDARY SCHOOL,Public,953
FS,DR REGINALD CINGO CS/S,Public,953
KZ,OSIZWENI H,Public,953
EC,MELUMZI PRIMARY SCHOOL,Public,953
GP,ROCKLAND PRIMARY SCHOOL,Public,953
WC,PRINCE GEORGE PRIM.,Public,953
WC,ROSEMOOR PRIM.,Public,953
KZ,ZWELITHINI H,Public,954
GP,GLENHAZEL PRIMARY SCHOOL,Public,954
GP,MADUME PRIMARY SCHOOL,Public,954
GP,LAUS DEO PRIMARY SCHOOL,Public,954
LP,MOLOKE PRIMARY SCHOOL,Public,954
LP,BOTHANANG PRIMARY,Public,954
MP,HAMBANI PRIMARY SCHOOL,Public,954
NW,J.D.MOSIAH,Public,954
EC,MALETSWAI PRIMARY SCHOOL,Public,954
FS,IKANYEGENG C/S,Public,954
KZ,CLERNAVILLE PUBLIC PRIMARY SCHOOL,Public,954
GP,ZANDSPRUIT PRIMARY SCHOOL,Public,954
EC,NEWELL PUBLIC H SCHOOL,Public,954
WC,IKHWEZI leSIZWE PRIM.,Public,954
WC,SOSEBENZA PRIM.,Public,954
GP,MATSELISO SECONDARY SCHOOL,Public,955
GP,BATHOKWA PRIMARY SCHOOL,Public,955
GP,FOUNTAIN FIVE PRIMARY SCHOOL,Public,955
GP,THULAGANYO PRIMARY SCHOOL,Public,955
LP,ALL SAINTS COLLEGE,INDEPENDENT,955
MP,BONGANI PRIMARY SCHOOL,Public,955
FS,KAGISANO C/S,Public,955
FS,EVUNGWINI S/S,Public,955
KZ,DURWEST PRIMARY SCHOOL,Public,955
KZ,KLAARWATER PRIMARY SCHOOL,Public,955
KZ,HOËRSKOOL RICHARDSBAAI,Public,956
KZ,MADLANKALA PRIMARY SCHOOL,Public,956
GP,WALLMANSTHAL SECONDARY SCHOOL,Public,956
GP,PINEDENE PRIMARY SCHOOL,Public,956
MP,HOËRSKOOL BERGVLAM,Public,956
NW,NOKA YA LORATO,Public,956
NW,SIGNAL-HILL-PRIMARY,Public,956
WC,LOUWVILLE HS,Public,956
EC,EGQILI SENIOR SECONDARY SCHOOL,Public,956
FS,BOASE P/S,Public,956
KZ,ACACIAVALE PRIMARY SCHOOL,Public,956
NW,AKOFANG PRIMARY SCHOOL,Public,956
NW,BOSUGAKOBO PRIMARY SCHOOL,Public,956
KZ,SIPHAKAMILE COMBINED PRIMARY SCHOOL,Public,957
KZ,JOEL JP,Public,957
GP,HILLCREST PRIMARY SCHOOL,Public,957
GP,LENGAU PRIMARY SCHOOL,Public,957
GP,HOSEA KEKANA SECONDARY SCHOOL,Public,957
LP,SHIMAMBAN  PRIMARY SCHOOL,Public,957
LP,TLHARIHANI PRIMARY SCHOOL,Public,957
LP,KOLOKOSHANI SECONDARY SCHOOL,Public,957
MP,PHUTHUMANI PRIMARY SCHOOL,Public,957
NC,MAIKAELELO INTERMEDIATE SCHOOL,Public,957
EC,DANIELS PUBLIC PRIMARY SCHOOL,Public,957
EC,ITHEMBELIHLE COMPREHENSIVE SCHOOL,Public,957
KZ,SEKUSILE P.,Public,957
WC,LUCKHOFF SEK.,Public,957
GP,BANARENG PRIMARY SCHOOL,Public,958
GP,TEBOGWANA SECONDARY SCHOOL,Public,958
GP,MAKGAKE PRIMARY SCHOOL,Public,958
LP,UKUTHULA PRIMARY,Public,958
LP,MIRAGOMA PRIMARY,Public,958
LP,MUKHWANTHELI  SECONDARY  SCHOOL,Public,958
NC,BONGANI  SECONDARY SCHOOL,Public,958
FS,WILLEM POSTMA P/S,Public,958
FS,MATIMA-LENYORA P/S,Public,958
KZ,FILIDI S,Public,958
KZ,NKOSITHANDILE S,Public,958
WC,HAZENDAL PRIM.,Public,958
WC,DELTA PRIM.,Public,958
GP,PRIMROSE HILL PRIMARY SCHOOL,Public,959
EC,BONGOLETHU JUNIOR PRIMARY SCHOOL,Public,959
FS,PANORAMA C/S,Public,959
KZ,BAQULUSINI C,Public,959
KZ,KWANXUSA H,Public,959
WC,P.W. BOTHA KOLLEGE,Public,959
GP,RAKGOTSO SECONDARY SCHOOL,Public,960
LP,KGALADI PRIMARY SCHOOL,Public,960
LP,NJOMA PRIMARY SCHOOL,Public,960
MP,HOËRSKOOL KRIEL,Public,960
MP,NYALUNGU PRIMARY SCHOOL,Public,960
MP,SIYAKHULA PRIMARY SCHOOL,Public,960
NW,MAITEMOGELO COMP SEC SCHOOL,Public,960
NC,RIETFONTEIN GEKOMBINEERDE SKOOL,Public,960
FS,RANTSANE S/S,Public,960
KZ,BUHLEBEZWE PUBLIC PRIMARY SCHOOL,Public,960
GP,HELPMEKAAR PRIVAATSKOOL,INDEPENDENT,960
LP,LAERSKOOL KRUGERPARK,Public,961
LP,NGWANATSHWANE,Public,961
LP,SEREME COMBINED SCHOOL,Public,961
MP,LAERSKOOL LAEVELD,Public,961
KZ,DUNDEE PRIMARY SCHOOL,Public,961
KZ,ISIBONGO LP,Public,961
WC,HARTENBOS LS.,Public,961
GP,MANGOSUTHU PRIMARY SCHOOL,Public,962
GP,LAERSKOOL KOLLEGEPARK,Public,962
FS,DORRINGTON MATSEPE I/S,Public,962
FS,THEMBIMFUNDO P/S,Public,962
EC,EBONGWENI PUBLIC PRIMARY SCHOOL,Public,962
EC,JOUBERTINA PRIMARY SCHOOL,Public,962
EC,SIKHOTHINA PRIMARY SCHOOL,Public,962
WC,BASTIAANSE SEK.,Public,962
GP,DIKGABANE PRIMARY SCHOOL,Public,963
GP,BUCCLEUCH PRIMARY SCHOOL,Public,963
GP,HOËRSKOOL WESTONARIA,Public,963
MP,PENRYN COLLEGE,INDEPENDENT,963
MP,NDLELA HIGH SCHOOL,Public,963
EC,ENDUKU PJS SCHOOL,Public,963
EC,NXEKO MTIKRAKRA SENIOR PRIMARY SCHOOL,Public,963
NC,ST JOHNS (RC) PRIMARY SCHOOL,Public,963
NC,FERDINAND BRECHER PRIMARY SCHOOL,Public,963
FS,ONZE RUST P/S,Public,963
NW,BM MOKITIME PRIMARY SCHOOL,Public,963
WC,XOLANI PRIM.,Public,963
WC,VERGESIG PRIM.,Public,963
GP,THUTOLORE SECONDARY SCHOOL,Public,964
NW,OTHAILE PRIMARY SCHOOL,Public,964
NC,VLAKFONTEIN INTERMEDIATE SCHOOL,Public,964
FS,SEKOKO P/S,Public,964
KZ,EKWANDENI PRIMARY SCHOOL,Public,964
WC,NOORDHOEK PRIM.,Public,964
KZ,UMHLALI PRIMARY SCHOOL,Public,965
GP,RETHOMILE PRIMARY SCHOOL,Public,965
GP,LAERSKOOL KOMMANDO,Public,965
GP,MOHLODI PRIMARY SCHOOL,Public,965
MP,KHOMBINDLELA PRIMARY SCHOOL,Public,965
NW,SEDIKO,Public,965
FS,BLOEMFONTEIN-OOS I/S,Public,965
KZ,NORTHMEAD S,Public,965
GP,YEOVILLE COMMUNITY SCHOOL,Public,966
GP,BRESCIA HOUSE URSULINE CONVENT,INDEPENDENT,966
GP,LAERSKOOL VERKENNER,Public,966
LP,MPHAKATI PRIMARY,Public,966
LP,LEBEKO HIGH,Public,966
LP,ERNEST MATLOU PRIMARY,Public,966
FS,MATSWATHAKA P/S,Public,966
KZ,ALIPORE PRIMARY SCHOOL,Public,966
KZ,NTOLWANE PRIMARY SCHOOL,Public,966
GP,SANDRINGHAM HIGH SCHOOL,Public,967
LP,BEN VORSTER,Public,967
MP,LAERSKOOL JJ VAN DER MERWE,Public,967
EC,EMDENI JUNIOR SECONDARY SCHOOL,Public,967
KZ,KINGSWAY H,Public,967
KZ,MDULASHI JS,Public,967
KZ,ORIENT HEIGHTS PRIMARY SCHOOL,Public,967
GP,CAIPHUS NYOKA SECONDARY SCHOOL,Public,968
GP,MOJALA-THUTO PRIMARY SCHOOL,Public,968
GP,LAERSKOOL SONLANDPARK,Public,968
LP,MAKGWAHLENG SECONDARY SCHOOL,Public,968
NW,MOSIKARE SECONDARY SCHOOL,Public,968
NC,KIM KGOLO PRIMARY SCHOOL,Public,968
FS,SENTINEL P/S,Public,968
WC,FRAAISIG PRIM.,Public,968
KZ,ZIPHATHELE S,Public,969
GP,LAERSKOOL JOZUA NAUDE,Public,969
GP,REFILWE PRIMARY SCHOOL,Public,969
LP,VONGANI PRIMARY SCHOOL,Public,969
LP,DIBATHUTO SECONDARY SCHOOL,Public,969
MP,KWANDEBELE SCIENCE COMBINED SCHOOL,Public,969
EC,SINAKO PRIMARY SCHOOL,Public,969
FS,LIKUBU P/S,Public,969
FS,TSAKANI P/S,Public,969
KZ,JAJA PRIMARY SCHOOL,Public,969
GP,BROOKLYN PRIMARY SCHOOL,Public,970
GP,SIVUSE PRIMARY SCHOOL,Public,970
GP,KULANI PRIMARY SCHOOL,Public,970
LP,ST.PATRICK MATHIBELA PRIMARY,Public,970
LP,MULWELI PRIMARY SCHOOL,Public,970
MP,EDWALENI PRIMARY SCHOOL,Public,970
KZ,IZIKO PRIMARY SCHOOL,Public,970
KZ,NONGOMA PRIMARY SCHOOL,Public,970
KZ,OLWAMBENI PRIMARY SCHOOL,Public,970
EC,WESTERING HIGH SCHOOL,Public,970
WC,LEIDEN PRIM.,Public,970
NW,LEBOGANG PRIMARY SCHOOL,Public,971
KZ,UMLAZI COMMERCIAL H,Public,971
GP,ROOSEVELT HIGH SCHOOL,Public,971
GP,MODITELA PRIMARY SCHOOL,Public,971
LP,LORRAINE BANARENG HIGH PRIMARY SCHOOL,Public,971
EC,MECHAELING JUNIOR SECONDARY SCHOOL,Public,971
NC,HOËRSKOOL KATHU,Public,971
FS,FICHARDTPARK S/S,Public,971
KZ,INTANDOYESIZWE S,Public,971
KZ,MAQHINGENDODA H,Public,971
KZ,SIZAKAHLE PUBLIC S (LADYSMITH),Public,971
KZ,SHAKASKRAAL S,Public,972
GP,RIETONDALE PRIMARY SCHOOL,Public,972
GP,WELOMLAMBO PRIMARY SCHOOL,Public,972
GP,KGOMOCO PRIMARY SCHOOL,Public,972
GP,LAERSKOOL JAN VAN RIEBEECK,Public,972
LP,MAELEBEPRIMARYSCHOOL,Public,972
MP,KHUTSALA PRIMARY SCHOOL,Public,972
MP,SONDLOVU PRIMARY SCHOOL,Public,972
NW,TUKISANG PRIMARY SCHOOL,Public,972
KZ,KHULA H,Public,972
KZ,OTTAWA PRIMARY SCHOOL,Public,972
GP,LAER GEDENKSKOOL DANIE THERON,Public,972
WC,VOORSPOED PRIM.,Public,972
WC,HABIBIA PRIM.,Public,972
GP,LAERSKOOL THEO WASSENAAR,Public,973
LP,LAERSKOOL BOSVELD SCHOOL,Public,973
LP,MASHENGANI PRIMARY SCHOOL,Public,973
EC,PARKSIDE PRIMARY SCHOOL,Public,973
FS,REAITUMELA I/S,Public,973
KZ,AUSTERVILLE PRIMARY SCHOOL,Public,973
LP,CHUMANA PRIMARY SCHOOL,Public,974
LP,GROBLERSDAL ACADEMY,Public,974
MP,LIKHWETI PRIMARY SCHOOL,Public,974
MP,MDLADLA PRIMARY SCHOOL,Public,974
EC,LUQOQWENI JUNIOR SECONDARY SCHOOL,Public,974
KZ,AMANGWANE H,Public,974
KZ,KANGIKHO PRIMARY SCHOOL,Public,974
GP,THEMBILE PRIMARY SCHOOL,Public,975
MP,ALPHEUS D NKOSI SECONDARY SCHOOL,Public,975
EC,NYANGILIZWE SENIOR SECONDARY SCHOOL,Public,975
EC,J A CALATA SECONDARY SCHOOL,Public,975
FS,HODISA T/S,Public,975
KZ,NHLOSOKUHLE S,Public,975
KZ,NAZARETH PRIMARY SCHOOL,Public,975
WC,SILVERSTREAM PRIM.,Public,975
KZ,WINDSOR S,Public,976
GP,BARNATO PARK HIGH SCHOOL,Public,976
GP,LAERSKOOL UNIKA,Public,976
GP,ANDREW ANTHONY PRIMARY SCHOOL,Public,976
GP,SELCOURT PRIMARY SCHOOL,Public,976
LP,MERENSKY HIGH SCHOOL,Public,976
LP,TIELELO SEC SCHOOL,Public,976
FS,MOROKA S/S,Public,976
FS,HARMONIE P/S,Public,976
KZ,NAMAKAZI PRIMARY SCHOOL,Public,976
KZ,NTATHAKUSA S,Public,976
GP,WOODLANDS INTERNATIONAL COLLEGE,INDEPENDENT,976
WC,CONCORDIA PRIMARY SCHOOL,Public,976
WC,SUMMIT PRIM.,Public,976
WC,DIAZ PRIM.,Public,976
WC,H.M. DLIKIDLA PRIM.,Public,976
KZ,SIGWEJE H,Public,977
GP,DALIWONGA SECONDARY SCHOOL,Public,977
GP,ZIKHETHELE SECONDARY SCHOOL,Public,977
LP,NARE SECONDARY SCHOOL,Public,977
MP,ETHEMBENI PRIMARY SCHOOL,Public,977
EC,EBENEZER JUNIOR SECONDARY SCHOOL,Public,977
FS,ISAAC MHLAMBI P/S,Public,977
EC,BETHVALE PRIMARY SCHOOL,Public,977
WC,AVONDALE PRIM.,Public,977
GP,RYNSOORD PRIMARY SCHOOL,Public,978
LP,RAMALEMA JUNIOR PRIMARY,Public,978
NW,MOKGOSI PRIMARY SCHOOL,Public,978
FS,METSIMAPHODI S/S,Public,978
FS,MFUNDO THUTO S/S,Public,978
KZ,KLOOF H,Public,978
EC,DESPATCH PRIMARY SCHOOL,Public,978
GP,PENTAROSA PRIMARY SCHOOL,Public,978
GP,MDELWA HLONGWANE PRIMARY SCHOOL,Public,979
GP,RIVERLEA PRIMARY SCHOOL,Public,979
GP,CLIFFVIEW PRIMARY SCHOOL,Public,979
GP,KLOPPERPARK PRIMARY SCHOOL,Public,979
GP,TLHAKANANG PRIMARY SCHOOL,Public,979
GP,LAERSKOOL DE DEUR,Public,979
GP,NTUTHUKO PRIMARY SCHOOL,Public,979
MP,BUYISONTO PRIMARY SCHOOL,Public,979
LP,TSHUKUDU PRIMARY SCHOOL,Public,979
LP,JOHANNES MASIBE PRIMARY,Public,979
LP,MAMAHLO PRIMARY,Public,979
MP,MBONGENI PRIMARY SCHOOL,Public,979
EC,FRAMESBY HIGH SCHOOL,Public,979
KZ,QUEENSBURGH GIRLS H,Public,980
GP,IPONTSHE PRIMARY SCHOOL,Public,980
MP,KHETSALWATI SECONDARY SCHOOL,Public,980
FS,MAROBE P/S,Public,980
KZ,AMAOTI NO3 C,Public,980
KZ,GCILIMA PRIMARY SCHOOL,Public,980
KZ,MBONWA S,Public,980
GP,KGORO YA THUTO SECONDARY SCHOOL,Public,980
GP,NIRVANA SECONDARY SCHOOL,Public,980
KZ,PHUMZA PRIMARY SCHOOL,Public,981
MP,LUMUKISA PREPARATORY SCHOOL,Public,981
NW,MMABATHO HIGH SCHOOL,Public,981
FS,KGUTLISO P/S,Public,981
KZ,EQHWENI PRIMARY SCHOOL,Public,981
KZ,SIZAMELENI PRIMARY SCHOOL,Public,981
WC,MAITLAND SEK.,Public,981
WC,MORRISDALE PRIM.,Public,981
KZ,WEMBEZI S,Public,982
KZ,WILLOWFOUNTAIN INTERMEDIATE,Public,982
EC,NOBHOTWE JUNIOR PRIMARY SCHOOL,Public,982
NC,PAMPIERSTAD SECONDARY SCHOOL,Public,982
KZ,KWAHLUZINGQONDO S,Public,982
EC,BEACONHURST SCHOOL,Public,982
WC,GARDENIA PRIM.,Public,982
GP,NDLELENHLE PRIMARY SCHOOL,Public,983
GP,KHEHLEKILE PRIMARY SCHOOL,Public,983
MP,POWERLINE PRIMARY SCHOOL,Public,983
MP,BUSHBUCKRIDGE SECONDARY SCHOOL,Public,983
MP,WITBANK HIGH SCHOOL,Public,983
MP,TONGA VIEW PRIMARY SCHOOL,Public,983
MP,HARMONY PARK  SCHOOL,Public,983
KZ,INTAPHUKA PRIMARY SCHOOL,Public,983
KZ,KHABAZELA H,Public,983
KZ,PARKVALE PRIMARY SCHOOL,Public,983
GP,IKUSASALETHU SECONDARY SCHOOL,Public,983
WC,P.J. BADENHORST PRIM.,Public,983
NW,BOIKAGONG PRIMARY,Public,984
GP,APEX PRIMARY SCHOOL,Public,984
GP,KENSINGTON SECONDARY SCHOOL,Public,984
GP,MORRIS ISAACSON SECONDARY SCHOOL,Public,984
GP,HOËRSKOOL DIE BURGER,Public,984
NW,LOMANYANENG PRIMARY SCHOOL,Public,984
EC,NEW HORIZON PRIMARY SCHOOL,Public,984
FS,NOMSA S/S,Public,984
WC,LAVENDER HILL HIGH SCHOOL,Public,984
WC,HAARLEM SEK.,Public,984
GP,MOTSHEGOFADIWA PRIMARY SCHOOL,Public,985
LP,BOETSE  SECONDARY  SCHOOL,Public,985
NW,TIANG INTERMEDIATE SCHOOL,Public,985
EC,ZWELEMFUNDO PUBLIC SCHOOL,Public,985
FS,LEPHOI P/S,Public,985
FS,LETSIBOLO P/S,Public,985
KZ,EKUPHELENI S,Public,985
KZ,FERRUM H,Public,985
GP,NATIONWIDE SCHOOL FOR ACADEMIC EXCELLENCE,INDEPENDENT,985
NW,THUTOLORE SECONDARY SCHOOL,Public,986
KZ,TONGAAT JP,Public,986
GP,LOTUS GARDENS SECONDARY SCHOOL,Public,986
GP,DURBAN DEEP PRIMARY SCHOOL,Public,986
GP,CRESSLAWN PRIMARY SCHOOL,Public,986
NW,TIRAGALO SECONDARY SCHOOL,Public,986
FS,REIKETSEDITSE I/S,Public,986
KZ,INDLOVANA PRIMARY SCHOOL,Public,986
WC,J.S. KLOPPER PRIM.,Public,986
WC,DIE DUINE PRIM.,Public,986
GP,LAERSKOOL BOOYSENS,Public,987
GP,NTOKOZWENI PRIMARY SCHOOL,Public,987
LP,LULEKANI PRIMARY SCHOOL,Public,987
LP,MAPUDITHOMO PRIMARY SCHOOL,Public,987
MP,MBHUNU SECONDARY SCHOOL,Public,987
KZ,UMVUZO S,Public,987
FS,MOEMEDI S/S,Public,987
KZ,NTANYANDLOVU PRIMARY SCHOOL,Public,987
KZ,ST CHADS PRIMARY SCHOOL,Public,987
WC,DENNEGEUR PRIM.,Public,987
GP,ROSETTENVILLE CENTRAL PRIMARY SCHOOL,Public,988
MP,NELSON NGUBENI PRIMARY SCHOOL,Public,988
EC,NONKONYANA JUNIOR SECONDARY SCHOOL,Public,988
EC,NTONTELA JUNIOR SECONDARY SCHOOL,Public,988
FS,JIM FOUCHé P/S,Public,988
EC,MOTHERWELL HIGH SCHOOL,Public,988
WC,HAZELDENE PRIM,Public,988
WC,ALFRED STAMPER PUB. PRIM.,Public,988
GP,DE LA SALLE HOLY CROSS COLLEGE,INDEPENDENT,989
GP,KHAYELIHLE PRIMARY SCHOOL,Public,989
GP,GEKOMBINEERDE SKOOL CULLINAN,Public,989
FS,NKGODISE P/S,Public,989
FS,DR SELLO P/S,Public,989
GP,DALPARK SECONDARY SCHOOL,Public,989
WC,PAROW-WES PRIM.,Public,989
GP,ALRAPARK SECONDARY SCHOOL,Public,990
GP,NIGEL HIGH SCHOOL,Public,990
MP,ITHOLE PRIMARY SCHOOL,Public,990
MP,HLOBISA PRIMARY SCHOOL,Public,990
